text,label
set a remind for my dads birthday party this weekend,set reminder
Dismiss alarm,cancel alarm
Set an alarm for 1 am,set alarm
Are there any storm warnings today?,find
Is it going to be below 40 degrees celsius in Houston tonight,find
Will it Rain today?,find
Show all reminders for tomorrow,show reminders
Set the alarm for Sunday at 7am.,set alarm
"I need a nap, please set my alarm for an hour from now",set alarm
San Diego weather forecast,find
Wake me in 30 minutes,set alarm
set alarm for every 34min,set alarm
Set an alarm for 7am tomorrow? ,set alarm
What is the average temperature in August,find
Will it be below 94 in degree celcius palo alto this weekend,find
I don't want to forget to assign family tasks,set reminder
How hot is it tomorrow morning in Madrid in degrees Celsius,find
remind me to make a doctors appointment next month,set reminder
Is it expected to hail today?,find
What's the temperature for tomorrow?,find
How much time is left on alarm,time left on alarm
Any chance of rain this weekend?,find
Set alarm for 5:30 am,set alarm
at 4 tomorrow remind me to go to the mall,set reminder
put the alarm on hold,snooze alarm
Cancel all alarms.,cancel alarm
is it going to rain,find
turn off all alarms,cancel alarm
Remind me to buy cheese at the grocery store tomorrow,set reminder
Set alarm for 6:30 am on Saturday,set alarm
Set alarm for 7 am,set alarm
Forecast for tomorrow in half moon bay?,find
will it be windy today,find
what is the high going to be today,find
I want to be reminded to file taxes,set reminder
What is the weather going to be like this week at Miami beach?,find
Set my morning alarm,set alarm
Is it cloudy today?,find
Set me a daily reminder to take medication for the next week,set reminder
Remind me about my doctor's appointment later this week.,set reminder
cancel all my alarms,cancel alarm
Set a reminder for tonight.,set reminder
how cold will it be tomorrow,find
What time is the peak temperature?,find
Show the first reminder of the day?,show reminders
how long will the rain last,find
Temperature near Mumbai next week F,find
Snooze alarm for 15 minutes,snooze alarm
set a wake up alarm for 7 am,set alarm
Show me all my reminders for  today,show reminders
is it supposed to be cold today,find
delete the reminder about dinner,cancel reminder
How cold will it get today?,find
Remind me to make dentist appointment tomorrow,set reminder
Do I need to bring a jacket out with me this afternoon,find
Do I need a coat?,find
show my reminders for tomorrow,show reminders
Is it going to be cloudy tomorrow?,find
I need alarm set for 30 minutes,set alarm
What is the current temp outside,find
Set a alarm for 5:30 am,set alarm
Is it going to be cloudy today?,find
Do I need to bring an umbrella to work today,find
set a reminder to go to the grocery store friday afternoon after work,set reminder
What is the temperature going to be tomorrow morning?,find
should i dress warmly today,find
Set reminder for tomorrow to turn in end of the month report,set reminder
stop all alarms,cancel alarm
Remind me to pay my gross receipts taxes every 6 months.,set reminder
Delete all reminders,cancel reminder
"Is it hot in Phoenix, Arizona today?",find
turn today's alarm on,set alarm
SHOW MY REMINDERS FOR TODAY.,show reminders
are there clouds today,find
When will my alarm go off,show alarms
forecast in denver colorado,find
cancel all my reminders for today.,cancel reminder
How much snow will we get overnight,find
How stormy outside?,find
What reminders do I have for this month?,show reminders
Set an alarm to go off every 20 minutes for the next two hours,set alarm
What will be the high for this weekend in salt lake city,find
4 day forecast for ozark mo,find
Set a reminder to go to the store on Friday.,set reminder
Cancel my reminder for my doctors appointment for tomorrow.,cancel reminder
Create a daily reminder to work out at 8 pm,set reminder
Remind me to set alarm tonight,set reminder
delete 4:00a.m alarm,cancel alarm
What time is my alarm set for tomorrow,show alarms
Will it be above 12 in degree c paris,find
snooze alarm for 40 mins,snooze alarm
set alarm for 1 hour,set alarm
What is the humidity level,find
Can you remind me to pick up popcorn when i'm at the grocery store later,set reminder
remind me for an exam next thursday,set reminder
Set alarm for 10 minutes,set alarm
what are my reminders,show reminders
timer alarm set for 9;45 tomorrow evening,set alarm
Show the alarm for the wake up time on Saturday morning,show alarms
"add reminder tonight alarm at 6, call Shebee",set reminder
Set alarm for Sundays at 8:30am,set alarm
Set awake alarm,set alarm
Cancel the 7 am alarm,cancel alarm
Will it be around 26 in celsius for Paris tomorrow morning,find
Will it be rainy in Minnesota this month?,find
Will it rain tonight at 7pm,find
Remind me to leave the Keys for James,set reminder
Cancel all reminders,cancel reminder
wind speed right now,find
What will the weather be downtown at 7 PM?,find
Is it humid?,find
Is it windy outside?,find
Add a reminder to order thank you notes,set reminder
Should I pack a jacket this afternoon,find
Show reminder about parent/teacher conference.,show reminders
delete all reminders,cancel reminder
will it snow today,find
Will i need a jacket for this weekend?,find
set a alarm for tuesday at 5am,set alarm
Cancel my reminder to work out.,cancel reminder
Remind me to stop and get cat food tonight,set reminder
Turn off tomorrows alarm.,cancel alarm
Baltimore weather projections for September ,find
Remind me to send a thank you card to Mom,set reminder
Show all alarms,show alarms
Is it sunny or windy today? ,find
is it safe to walk my dog in the current weather?,find
what's the temperature in louisville,find
Set an alarm for 8:17am.,set alarm
how the weather for next week,find
show me my reminders,show reminders
snooze alarm for 8 min,snooze alarm
i want to be reminded to finish setting devices up,set reminder
Do I need an umbrella today?,find
Delete all of my alarms.,cancel alarm
I need an alarm at 6 am,set alarm
Remind me to call my sister tomorrow morning.,set reminder
What's the temperature for tomorrow morning,find
change 5 am alarm to pm,modify alarm
will it rain this week?,find
set alarm for 9pm,set alarm
Cancel my alarms.,cancel alarm
What is the 5 day forecast?,find
"I need to get up at 8am tomorrow, set an alarm please",set alarm
What is the weather like in Michigan?,find
set an alarm for midnight,set alarm
What is the weather like in Atlanta?,find
is it going to flood near me,find
set an alarm for 47 minutes from now,set alarm
What's the weekend weather?,find
"what is the forecast this weekend in orlando, florida",find
snooze alarm,snooze alarm
"Alarms now, if you please",show alarms
Set alarm for 11:15 am,set alarm
Will it rain on Sunday?,find
did it snow last night,find
Remind me of my daughter's science test on Tuesday,set reminder
delete tomorrow mornings alarm,cancel alarm
will it still be sunny tomorrow?,find
What are my reminders?,show reminders
Will the upcoming winter be more mild than normal,find
Set an alarm for 35 minutes.,set alarm
remind me to get a blank check,set reminder
Is it above 86 in degrees Fahrenheit outside,find
Is there a freeze warning my area,find
cancel the reminder to buy milk,cancel reminder
Should I carry water boots tomorrow?,find
Weather please,find
Remind me to buy stamps.,set reminder
"Add reminder at midnight tonight ""take medicine""",set reminder
Snooze 15,snooze alarm
Is there rain in the weather forecast for this week,find
Is it going to be chilly today?,find
cancel all alarms,cancel alarm
Move reminder to trash,cancel reminder
HOW MUCH TIME DO I HAVE UNTIL MY ALARM GOES OFF?,time left on alarm
set an alarm to get up at 7,set alarm
Will it rain tonight?,find
remind me to pack lunch for tomorrow tonight,set reminder
Remind me to find out what type of cereal the kids need from the store,set reminder
Remind me of my next appointment,set reminder
Set an alarm for Sunday at 11:00 am,set alarm
Snooze alarm for 5 minutes,snooze alarm
what is the low today,find
get up 6:15 alarm please,set alarm
What is the percentage of rain today?,find
Snooze alarm for 15 minutes,snooze alarm
Set me an alarm to let me know when lunch is finished. ,set alarm
set the alarm for 8 pm,set alarm
remind me to cancel my appointment tomorrow morning,set reminder
Remove all of my alarms on the weekdays,cancel alarm
clear the reminder from last friday,cancel reminder
Show all reminders for today,show reminders
Remind me to go to store,set reminder
please snooze my alarm for another 10 minutes.,snooze alarm
What is the weather in London?,find
Any severe weather in this week's forecast?,find
when is it supposed to snow ,find
Show all alarms for Monday,show alarms
Are there going to be clouds today?,find
how cold is it going to be today,find
What's the winter forecast look like for Texas this year?,find
How warm should I dress today?,find
Remind me to buy orange juice and milk from the grocery store.,set reminder
Give me the amount of time left on my alarm clock.,time left on alarm
Remind me of my eye appointment today at 2 pm,set reminder
whats the temp in phoenix right now ,find
What is the temp today?,find
What's weather Pleasant Hill,find
Give me the most recent half moon bay weather report,find
should i bring out a scarf?,find
"What is the temperature in Gaylordsville, Connecticut right now?",find
Are the roads going to ice over today in Black Mountain?,find
what's the forecast for this week in LA,find
will it be hot in birmingham this weekend,find
Will I need a sweater or coat at the softball game at Truckee Regional; Park tonight,find
remind me to buy bread tomorrow,set reminder
How much time is left on my current alarm?,time left on alarm
How many inches of snow are supposed to fall?,find
add alarm for 8:55 PM weekdaily,set alarm
How humid is it outside ,find
Cancel my car wash reminder.,cancel reminder
What are the chances of severe weather today?,find
When will it be under 80 degrees,find
Set an alarm for 55 minutes from now.,set alarm
is it going to snow tuesday,find
current weather conditions for my city,find
what's the temp?,find
Set alarm for 8:30am Monday - Friday,set alarm
remind me to set a reminder to be reminded,set reminder
Please cancel all of my reminders.,cancel reminder
Cancel dinner alarm,cancel alarm
set an alarm for 540,set alarm
Temperature outside next week celcius,find
is it going to rain tomorrow,find
Set a reminder to do my work at 8pm.,set reminder
How long till alarm goes off,time left on alarm
What temperature is it in San Diego right now,find
delete alarm,cancel alarm
Add an alarm for 7pm on Saturday only.,set alarm
Set alarm for sunset,set alarm
Remind me to check the flights for Vermont.,set reminder
Delete current alarms,cancel alarm
Is it a good weather day to go to the pool?,find
Remind me to do laundry at 5pm,set reminder
Update alarms,modify alarm
Remind me to call my brother back.,set reminder
remind me to pick up Lisa from practice at 6 p.m.,set reminder
show me what alarms I have,show alarms
Set an alarm for 3 am tomorrow.,set alarm
Set alarm to wake me in 30 minutes.,set alarm
Will it rain tomorrow in Austin?,find
Remind me to leave at 845am for the office,set reminder
Remind me to buy a gift for Dad this weekend.,set reminder
Set an alarm for 30 minutes from now. ,set alarm
When is it going to warm up enough to melt the snow,find
Is it going to be around 68 degree Fahrenheit around Dublin tonight,find
Don't set any alarms tonight,cancel alarm
Remind me to send a birthday card to Mom on her birthday,set reminder
Set reminder for paper due Friday,set reminder
set alarm for 8 pm,set alarm
Is it going to rain tonight,find
remind to visit the eye doctor on thursday,set reminder
Remind me to buy toilet paper.,set reminder
Do I need an umbrella today?,find
Is it going to snow today?,find
What is the weather in Bejing,find
Cancel the alarm for tonight.,cancel alarm
Set an alarm for 6pm,set alarm
How much rain did we get today?,find
Set a reminder for my doctor's appointment on Friday at 3,set reminder
I need an alarm every week day at 2:15 PM.,set alarm
when are the temperatures going to drop,find
Power off alarms,cancel alarm
Set an alarm for 40 minutes,set alarm
is it too hot for a sweatshirt,find
At what time does the sun set in Maui tomorrow,checkSunset
set the alarm to 5:00,set alarm
let's cancel all morning alarms,cancel alarm
how many alarms are set for tomorrow,show alarms
Cancel my reminder to buy bread at the supermarket,cancel reminder
how far away are the storms,find
should I go to work with an umbrella tomorrow,find
snooze the alarm for 15 minutes,snooze alarm
What is the high for today?,find
forecast over the weekend,find
What's the high temperature for tomorrow?,find
what is the forcast today for san Mateo,find
How's Portland's weather this week?,find
This Sunday's weather in Los Angeles.,find
Delete weekend alarm,cancel alarm
What is the forecast this week?,find
show me the 5 day forecast,find
Should I take a jacket to New York City tomorrow?,find
Delete tomorrows alarm,cancel alarm
What will the weather be like for next Monday?,find
show me my alarms for this week,show alarms
Is it windy today?,find
Is it going to be sunny or cloudy today?,find
how is the weather in england,find
snooze alarm for 15 minutes,snooze alarm
How hot will it be this week,find
How warm is it tomorrow morning in degree fahrenheit,find
what's the percentage chance of rain today,find
set alarm every Saturday at 5:45 am.,set alarm
Remind me to go to my doctor appointment 2 hours before I need to be there,set reminder
Set a new reminder for the dentist appointment tomorrow at 1 pm,set reminder
Set the alarm for 15 minute intervals,set alarm
Set alarm every 4 minutes ,set alarm
set alarm for 30 minutes from now ,set alarm
what's the weather like in Michigan right now ?,find
What is the high temperature for today?,find
How cold is it tomorrow at Karachi degrees F,find
Show all alarms for today,show alarms
is rain expected tomorrow ,find
give me the current forecast for half moon bay,find
What is the temperature outside?,find
Is it going to hail today,find
give me a 10 day forecast,find
How hot will it be?,find
Display all alarms,show alarms
set alarm for 6 pm tomorrow,set alarm
will it be freezing in the morning,find
Turn on all alarms,set alarm
how hot will it be today,find
i want to be reminded to finish interview questions,set reminder
Will it be below freezing tomorrow?,find
How many inches of rain are we going to get for the next two days?,find
set alarm for 730 am,set alarm
How cold is it houston this weekend in degrees F,find
Set alarm 6 minutes from now,set alarm
"weather in dayton, oh",find
how big is the snow storm,find
Remind me to go to bed at 10pm,set reminder
Remind me to call dad when I leave the house.,set reminder
Remind me to set an alarm at 4 pm before I take a nap,set reminder
What's the high for tomorrow?,find
what will the weather be like today?,find
when does my next alarm go off,show alarms
Temperature tomorrow morning tokyo C,find
Will it be around 10 in degrees Fahrenheit outside next week,find
Are we expecting rain today?,find
stop alarm,cancel alarm
Will there be a frost tonight?,find
How hot is it this weekend here in F,find
Cancel my alarm for tomorrow at 7 am,cancel alarm
Remind me to pick up dry cleaning,set reminder
what's next week's forecast?,find
How long until my next alarm goes off?,time left on alarm
Remind me to grab my wallet before I leave the house,set reminder
Rain forecast for 4th of july weekend,find
cancel the alarm,cancel alarm
set my alarm for 7am,set alarm
remind me to visit the doctor monday morning at 8,set reminder
Set an alarm for 5am,set alarm
What is the weather like in chicago?,find
cancel my reminder about getting gas,cancel reminder
Should I bring an umbrella today?,find
Will it rain today? ,find
Set alarm for 5 AM.,set alarm
Change the alarm at 7 am to 6 am,modify alarm
Cancel all reminders for the week,cancel reminder
Make a reminder to get eggs at the store at 4pm.,set reminder
set an alarm for every 5 minutes,set alarm
Will it rain today in Osaka?,find
Find my alarm right now,show alarms
remind me to pick up moms meds,set reminder
Set alarm for my medication.,set alarm
set my alarm everyday but sunday at 8,set alarm
How cold is it outside tomorrow in Celsius,find
Remind me to buy that book on amazon tonight,set reminder
Set an alarm at noon,set alarm
What is tomorrow's forecast?,find
Remind me of my 10:00 am doctor's appointment,set reminder
set alarm for 9 years please,set alarm
What are my reminders for tomorrow,show reminders
Set alarm for 30 minutes,set alarm
Set alarm for 7 am every day this week.,set alarm
Are the clouds going to clear today?,find
should I carry an umbrella,find
Is it going to be cloudy today,find
Bring up all of my reminders for this week.,show reminders
Remind me to take my medication every day,set reminder
Will it snow,find
Is there heavy rain today?,find
Remind me to buy milk at the grocery store morning,set reminder
Is it going to be warm enough for the pool tomorrow?,find
set an alarm for 20 minutes,set alarm
Forecast please.,find
Does Dallas has three digit temperature today ,find
is it shorts weather outside today?,find
How cold is it tomorrow morning at Shanghai in degree celcius,find
Remind me to take the clothes out of the washer,set reminder
Remind me to visit the dentist Monday morning at 8,set reminder
cancel my reminder to call the office,cancel reminder
Stop alarm,cancel alarm
"Remind me to do the dishes tonight,",set reminder
Is Overland Park getting snow on Thursday? ,find
Do I have any reminders set?,show reminders
Remind me at 6:00 to call Joe.,set reminder
how cold is it supposed to get tonight,find
What alarms do I currently have set?,show alarms
Change tomorrow morning's alarm to one hour later,modify alarm
When is sunset,checkSunset
is it going to snow,find
Set alarm for 6:30am,set alarm
Set alarm for 3pm meeting,set alarm
what's the forecast for tomorrow,find
remind me to leave work at 4pm today,set reminder
should i expect snow in the next 7 days,find
Cancel my reminder about my mom's house.,cancel reminder
What is the high today,find
Whats the temperature in Winchester currently?,find
Is it going to be above 58 in degree Celsius around Menlo Park tomorrow morning,find
remind me to buy bday cards,set reminder
"weather report, please",find
Remind me to make a vet appointment for next week,set reminder
set alarm to go off every 5 minutes,set alarm
do i need sunscreen today,find
Remind me to call realtor at 9 am on Tuesday,set reminder
What is the hourly forecast for today in Fort Lauderdale,find
What is the weather like in Toronto tonight?,find
Pause my alarm,snooze alarm
Remind me to get ready for work,set reminder
i don't want to forget to eat my lunch,set reminder
When will it rain again?,find
What is the long range forecast for Phoenix,find
"Cancel the iPhone 10,000 step alarm",cancel alarm
Will it rain on Friday?,find
"what is the weather in Los Angeles, CA?",find
Temperature,find
Show all automotive reminders,show reminders
How much snow did they get in PA yesterday,find
snooze all alarms for 10 minutes,snooze alarm
Remind about my hair appointment on Friday.,set reminder
Is it sunny in Rosarito today,find
REMIND ME TO PICK UP MY NEIGHBORS DAUGHTER FROM SOCCER PRACTICE TOMORROW EVENING,set reminder
Is there a chance of rain?,find
set alarm for 3pm today,set alarm
cancel all alarms for this week,cancel alarm
What alarms are set?,show alarms
Delete the alarm for tomorrow only.,cancel alarm
Show my reminders for tomorrow,show reminders
Are we going to get a snow storm today,find
What time is my alarm set to go off at?,show alarms
Set my alarm for 4 am,set alarm
What time is today's sunset,checkSunset
when is the next alarm set,show alarms
What was yesterday's temperature,find
What's the forecast?,find
Will it snow today?,find
Add 5 minutes to my alarm,modify alarm
you can turn off my alarms,cancel alarm
Set that reminder for the same time next Tuesday.,set reminder
What's the weather in Tucson?,find
Is it going to be hot today?,find
please cancel my reminder to buy pasta sauce,cancel reminder
Will it rain all day?,find
What's it like outside?,find
what is the current weather in myrtle beach,find
Set alarm for  eleven pm tonight,set alarm
Will it rain tonight?,find
Remind me about tomorrow morning's meeting at 10am,set reminder
What is today's highs?,find
shut off alarm for today,cancel alarm
Set an alarm for 6 am tomorrow.,set alarm
Set reminders for my weekly staff meetings.,set reminder
remind me to stop at dry cleaners Wednesday after work,set reminder
Will it be above 3 in degrees C at San Francisco tonight,find
Are there any heat advisories out for our area this week?,find
Remind me to run errands,set reminder
Show all reminders,show reminders
Repeat reminder,set reminder
Will it rain this evening?,find
Should I bundle up tommorow,find
is there any hot wave in los angeles,find
Set alarm for 8 am tomorrow.,set alarm
is thursday to be rainy?,find
remind me to call the plumber at 3,set reminder
Clear all alarms,cancel alarm
Cancel that last reminder,cancel reminder
How is the weather going to be tomorrow?,find
snooze alarm,snooze alarm
shut off alarm,cancel alarm
what is the temperature suppose to be today,find
Remind me to call my dad for his birthday.,set reminder
I need an alarm to wake up at 6pm,set alarm
What is the weather like in Wildwood today?,find
What is the weather in Central park on Friday?,find
What is the weather in Elkton today at 5pm?,find
Set a reminder for me to go to the dentist tomorrow at 1 pm.,set reminder
What's the projected high temperature for next Saturday,find
Will it rain overnight,find
set an alarm for 7am,set alarm
time to wake up on friday,set alarm
What's tomorrow's temperature,find
what is the weather for tomorrow?,find
what's the weather like in seattle right now,find
Is it raining in Seattle right now?,find
How warm is it near Dublin tonight in degrees celcius,find
keep all reminders the same next year,set reminder
What is the temperature in Helsinki?,find
What's the weather forecast for today,find
Can you tell me the temperature in Anaheim? ,find
Remind me to return borrowed movies back to my brother.,set reminder
new alarm for 6,set alarm
is there sun today,find
set alarm,set alarm
What is the current temperature outside,find
What is the weather in Edison at 10 am?,find
cancel alarm for Thursdays,cancel alarm
Should I bring an umbrella,find
Set my daily alarm for 6:30 am this week,set alarm
Cancel my reminder to buy milk at grocery store,cancel reminder
Set an alarm for 9:30 am.,set alarm
Remind me later,set reminder
Set alarm every minute for 5 minutes.,set alarm
set alarm for 10am,set alarm
What reminders do I have for Friday?,show reminders
Is the weather good for hiking today?,find
What is the temperature at the Oregon coast next week?,find
Remind me to buy bread eggs and milk tomorrow at 5 pm,set reminder
please remove all of my alarms,cancel alarm
I need you to remind me to pick up Mary from practice.,set reminder
"Please set an alarm, Monday through Friday, for 7 am.",set alarm
Set alarm for every 15 minutes,set alarm
What is the forecast for this week,find
I would like you to show me my current alarms.,show alarms
set a reminder to go to see a doctor,set reminder
set the alarm for 10 minutes,set alarm
Do I have any reminders,show reminders
is it raining in London,find
Set my alarm for 6 am.,set alarm
set third alarm for 7:00a and say seriously get up,set alarm
I'd like to know how much time is left till my alarm goes off.,time left on alarm
Set alarm for 15 minutes.,set alarm
Remind me to go to the gym in the morning.,set reminder
How hot is it boston degree F,find
What was the weather yesterday in Canada,find
remind me to buy pet food,set reminder
Show all reminders,show reminders
Should I bring a raincoat?,find
What is the average temp for today?,find
Remind me to check for any important emails at 5pm today.,set reminder
How's the weather in Charlotte right now,find
cancel the alarm for Tuesday night,cancel alarm
remind me to go to dr Friday at 1pm,set reminder
What reminders do I have set?,show reminders
What time is going to start raining?,find
Re-activate all programmed alarms.,set alarm
Will it be around 21 in degree celcius inside,find
Please cancel all alarms,cancel alarm
set a reminder for field trip next wednesday,set reminder
set alarms for 5pm,set alarm
Was my alarm cancelled for Friday,show alarms
Make an alarm go off every 5 minutes.,modify alarm
set alarm for bath time,set alarm
Remind me to return my broken TV to the store tomorrow,set reminder
will it snow today,find
Set alarm for 5 minutes. ,set alarm
Turn alarm off for Thursday.,cancel alarm
remind me to get ready to pick up my girlfriend at 4:35pm,set reminder
Please give me the 5-day forecast,find
Is it hot outside?,find
Is Broward still under a flash flood warning?,find
Remind me of the field trip at school tomorrow,set reminder
Show my reminders,show reminders
How's the weather at Daytona Beach?,find
Set my alarm for 7:15am tomorrow,set alarm
Set a reminder one week in advance of my anniversary,set reminder
Change my morning alarm to 7:45 am,modify alarm
Will it rain any more today? ,find
Remind me later,set reminder
How many inches of rain are we suppose to get?,find
Remind me I have a business meeting at 9 am tomorrow,set reminder
turn off alarms,cancel alarm
Don't let my snooze alarm go off,cancel alarm
New alarm for 12 pm,set alarm
Is it going to be warm this afternoon? ,find
Copy alarm and move to Sunday,modify alarm
Cancel sehri alarm,cancel alarm
will it be windy,find
have alarm go off in 10 minutes,set alarm
What is the temperature going to be in Willow Street today?,find
start an alarm for tomorrow at 6 am,set alarm
temperature,find
remind me to take out the trash tomorrow morning,set reminder
set reminder for flight tomorrow at 7pm,set reminder
What's next week's forecasts for Tucson?,find
Set an alarm for every five minutes for the next hour. ,set alarm
Do I need my rainboots today?,find
How much snow are we supposed to get?,find
Will there be thunderstorms today?,find
Remind me to buy eggs at 5pm,set reminder
Set an alarm every 5 minutes for 15 minutes.,set alarm
Set an alarm for 7pm tonight.,set alarm
Is it going to snow this week?,find
What is the expected high temperature for today?,find
Set alarm for Wednesday at 2pm.,set alarm
How much time is left on my alarm,time left on alarm
What is the weather in Chapel Hill at 2 am?,find
Do I need my winter coat today,find
Set alarm every 20 minutes for 6 hours.,set alarm
What is the temperature in Phoenix today,find
set alarm for 10pm,set alarm
is it humid out?,find
Is it going to sleet this weekend?,find
turn the alarm off immediately,cancel alarm
When will my alarm go off?,show alarms
Alarm at 2:17pm,set alarm
Is there flooding on the highway today?,find
Set an alarm every 15 minutes for two hours.,set alarm
How cold is it this weekend inside in degrees Celsius,find
is it raining now?,find
wake me up in 2 hours,set alarm
Set an alarm every 30 minutes between 7am and 11am,set alarm
Set an alarm for every five minutes over the next two hours,set alarm
10 day forecast,find
move alarm from 4 am to 5 am,modify alarm
Are there any current weather travel advisories?,find
Remind me to pick up my prescription tomorrow afternoon.,set reminder
How much rain is expected in my area this week?,find
How is the weather in South Carolina?,find
Do I need an umbrella tomorrow?,find
set alarm every week day for 7 am,set alarm
Will it hail today,find
What time is it suppose to storm tonight,find
remind me to pick up sara from daycare tonight at 4:30?,set reminder
What is the weather like at the Arctic pole?,find
Is it going to snow today?,find
set an alarm for 5am,set alarm
Stop all alarms,cancel alarm
What's the weather like in Brazil?,find
Set alarm every 2 minutes for 30 minutes,set alarm
set my alarm to 7 am tomorrow,set alarm
Remind me to check my to do list,set reminder
Cancel alarm for 2:30pm,cancel alarm
Will I need a jacket tomorrow?,find
Remind me in one hour.,set reminder
Set an alarm on the weekend for 8am.,set alarm
remind me to send a birthday card next thursday.,set reminder
When will the rain stop?,find
Do I need a hoodie today?,find
When did I set a reminder for the client meeting today?,show reminders
set an alarm for my meeting tomorrow,set alarm
should i pack my coat next week in aspen,find
Will there be a lot of rain today,find
"Is it raining in Portland, Oregon?",find
What is the weather forecast for the week,find
Cancel reminder to go to UPS.,cancel reminder
Make alarm for 6 in the morning,set alarm
Can you set an alarm for 11 pm tonight,set alarm
is it supposed to rain tomorrow,find
delete last reminder,cancel reminder
Remind me to go to church on Sunday,set reminder
Remove my alarm called feed dog,cancel alarm
Cancel my reminder to buy batteries at the store.,cancel reminder
What is the change of rain today?,find
Set alarm for my meeting at 4:00 this afternoon,set alarm
put an alarm for 6pm tomorrow,set alarm
Remind me in two weeks to take daughter to practice.,set reminder
Remind to make a counseling appointment,set reminder
stop reminder and 10 minutes,cancel reminder
WHAT WILL THE HUMIDITY BE TODAY?,find
What is the forecast for today?,find
will it be sunny,find
remind me to pay my electric bill tomorrow,set reminder
what is the weather like in boston?,find
Is it supposed to be over 80 degrees today?,find
snooze alarm for 5 minutes,snooze alarm
Remind me about my mom's birthday tomorrow,set reminder
Is the rain heavy?,find
why don't we go for a 20 minutes alarm,set alarm
change my alarm from 7am to 9am on tuesday,modify alarm
How much snowfall was there last night in Penfield,find
Is it below 98 in fahrenheit sao paulo next week,find
how hot is it going to get today,find
set alarm 10 am tomorrow,set alarm
Remind me of parent sports meeting at 6 tonight.,set reminder
Send me my alarms that are set,show alarms
Snooze alarm for 20 minutes please,snooze alarm
Change my alarm for 6 am in the morning to 6:30 am.,modify alarm
Is it supposed to rain today? ,find
What's the weekend forecast?,find
can you set a wake up alarm for 6 am,set alarm
will there be clear skies today? ,find
How hot is it today?,find
I don't want to forget to pack my laptop,set reminder
remind me to feed the dogs tonight,set reminder
What's the weather going to be like tomorrow? ,find
When is the storm hitting the city,find
When is the rain going to start,find
should i wear shorts today,find
forecast for this week,find
Find my alarms please,show alarms
Show me all alarms today,show alarms
will it rain this week,find
highest temperature today,find
How hot is it today out there in degrees celcius,find
What will the weather be like at Disney World today??,find
undo that 4pm alarm,cancel alarm
Show all alarms,show alarms
Set alarm for 10 pm for the cookies,set alarm
Show all alarms,show alarms
Is it sunny tomorrow?,find
will it rain Thursday next week?,find
Set an alarm for an hour from now,set alarm
Tell my alarms,show alarms
Set an alarm for ten minutes ,set alarm
Cancel 3pm alarm,cancel alarm
remind me at 1 pm to call Steve,set reminder
Set alarm every minute for 2 hours,set alarm
Remind me to buy eggs when I get to walmart,set reminder
can you delete my alarm today,cancel alarm
Remind me to send in my homework at noon on Thursday,set reminder
WHEN IS IT GOING TO BE WINDY,find
Can you set an alarm for tomorrow?,set alarm
What's the temperature outside?,find
what is the weather going to be at disney world today,find
Temperature for Seattle today F,find
How hot will it get today?,find
What's it feel like outside?,find
Display all reminders,show reminders
set alarm to 8pm,set alarm
Snooze Friday's alarm for 10 minutes.,snooze alarm
I want to see my alarms,show alarms
Show all alarms,show alarms
what will be the low in Sanford today ,find
"Tell me the forecast for Paris, France",find
How hot will it be in Arizona next week,find
Is the weather clear next week in Gulf Shores?,find
set alarm at 5 for adrianna,set alarm
remind me to call mary tonight after work,set reminder
Deactivate all reminders for this week,cancel reminder
Temperature next week seattle fahrenheit,find
Remind me to unload the dishwasher in an hour,set reminder
set alarm for 640,set alarm
what will the temperature be in mexico on tuesday,find
Set an alarm in 10 please,set alarm
How cold is it today new york in degree C,find
Turn off all alarms for the weekend.,cancel alarm
what is the temperature in Boston,find
what is the lowest temperature today?,find
Will I need an umbrella?,find
stop alarm,cancel alarm
Temperature beijing next week Celsius,find
Will it rain this week?,find
set alarm for every three minutes for 21 minutes,set alarm
Will it be around 37 in degrees f near Chicago tonight,find
What is the weather in Edison at 5 am?,find
Remind me to let the dog out tonight,set reminder
What is the weather in Edison at 6 am?,find
What time is sunset in London,checkSunset
Is it storming in Albany?,find
Should I expect thunderstorms today?,find
Remind me to buy dog food,set reminder
is it going to snow today,find
Temperature madrid tomorrow celcius,find
what are my reminders,show reminders
Is it sunny wednesday?,find
Is it below 56 in degree f here today,find
Set an alarm for 7:36.,set alarm
When does the snowfall take place at downtown City Place,find
is it below 45,find
Set an alarm for 6 am for every week day,set alarm
show weather advisories,find
Set alarm at 5 am and 6 am on Tuesday.,set alarm
Cancel my reminder to call mom,cancel reminder
Is it hot out right now?,find
what is the low for monday night in Flemington NJ,find
"set an alarm for 8 am, 9 am, and 10 am on sunday",set alarm
change my 6am alarm to 630am.,modify alarm
I it raining in Media now,find
Give me the forecast for the next 7 days.,find
Temperature for Houston Fahrenheit,find
Please give me the weather forecast for Denver today,find
Remind me to buy toilet paper at the store tomorrow,set reminder
When is the next rain storm? ,find
"Set an alarm for tomorrow, 3:15PM",set alarm
remind me to buy pet food,set reminder
How hot will it be today?,find
Tomorrows weather?,find
Set an alarm every minute for 3 minutes,set alarm
I need to set the alarm at 5 am because I need to wake up early,set alarm
Set alarm for every Tuesday Movie time,set alarm
how cold is it right now,find
set alarms for every 8 hours for next 5 days,set alarm
Remind me to call in my daughters Diabetic supplies tomorrow,set reminder
do i need a jacket tomorrow,find
It's cold what's the weather?,find
How's the weather in Australia? ,find
